,Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Actual avg PLF,Target PLF,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Actual coal used,Plant status,Wtd GCV,Pithead plant,Total,Auxiliary consumption (%),"Actual aux, MU",VC  - ACTUAL,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),wtd PLF,FGD status - Feb 2021,Actual energy,Actual energy-coal cost,Actual energy-transport cost,Actual SHR.1,Actual INR/Mcal,Actual-cons,Actual age,Actual aux,Boiler design
427,PANIPAT TPS6,PANIPAT TPS,Haryana,NR,STATE SECTOR, 15-20 years,19.1759069130732,210.0,0.616306777901371,0.12228309085344663,0.75,0.25,4.635761929442852,355331.15189179464,14.760705601471592,3.78,Contracted,0.0,0.0,3121.991943277892,3329.497075194759,0.2754651567412615,173728.66365797902,Relegated,905349.4911863384,N,355331.15189179464,0.0967984497189824,0.05965754065215391,3.285880462093189,0.13999398659430945,73.91652960590282,0.0,1.0596768181789709,Retendering to be done,N,N,53.7690214021445,0.0,25.679449079223794,NIT issued,79.36734998977516,28.217774027814187,51.14957596196098,210329.14048064532,1234845.222774426,401673.9365031622,87508.16846801568,168654.4923554278,1
428,PANIPAT TPS7,PANIPAT TPS,Haryana,NR,STATE SECTOR, 15-20 years,15.6714579055441,250.0,3.21206361189852,0.53534393531642,0.75,0.25,10.063481954396055,918292.72833864,14.441386179158108,4.5,Contracted,0.0,0.0,3058.1863789712525,3129.145491860981,0.2812124224715488,850953.4262927886,Relegated,1077797.0133170695,N,918292.7283386401,0.0967984497189824,0.31092277803053187,3.2153197321252276,0.04892336390367245,376.96512019452405,0.0,1.0596768181789709,Retendering to be done,N,N,263.37008543761806,0.0,133.835983829105,NIT issued,388.75518286689015,138.21560003821116,250.53958282867902,1030228.9730011527,6435758.211043409,2093441.5806413833,372725.6453986793,878992.3740945468,1
429,PANIPAT TPS8,PANIPAT TPS,Haryana,NR,STATE SECTOR, 15-20 years,15.337440109514,250.0,3.41562000738147,0.5692700012302451,0.75,0.25,10.524925473585624,960399.4494646881,14.430806165468855,4.5,Contracted,0.0,0.0,3055.6343036420258,3115.378436211342,0.2814472919665032,900899.3128624543,Relegated,1077797.0133170695,N,960399.4494646881,0.0967984497189824,0.3306267215436655,3.211435374150435,0.04124092259944314,400.3700664471701,0.0,1.0596768181789709,Retendering to be done,N,N,278.8283373309296,0.0,142.31750030756126,NIT issued,411.57279152430993,146.32803071698672,265.24476080732325,1090697.2640220465,6843608.086365612,2226108.138280825,387898.5589233762,934696.2893796902,1
430,PARAS TPS3,PARAS TPS,Maharashtra,WR,STATE SECTOR, 10-15 years,13.0102669404517,250.0,3.18933274608471,0.5315554576807849,0.8,0.15,9.955388204688873,908429.1736778597,14.386002655338807,4.8,Contracted,0.0,0.0,3021.324890938398,3110.0649254263117,0.28464333729196906,828588.8553347643,Relegated,1092353.168738621,N,908429.1736778597,0.10363937129574924,0.33054044065716476,2.3590373558269655,0.0833905953275615,274.617060718425,0.0,0.6080329686478231,Unknown,N,N,256.44825072610956,0.0,132.88886442019623,Unknown,220.13509225005157,140.35441431414375,79.7806779359078,1016700.7706839428,3666647.0621525855,2078626.8865978604,307242.8441915441,934452.3695171936,1
431,PARAS TPS4,PARAS TPS,Maharashtra,WR,STATE SECTOR, 10-15 years,10.17659137577,250.0,4.35680971159284,0.7261349519321401,0.8,0.15,12.572874408544958,1147274.7897797273,14.296245981827514,4.8,Contracted,0.0,0.0,2999.6740879404515,3024.0917455183017,0.28669781275820805,1100609.748266014,Relegated,1092353.168738621,N,1147274.7897797273,0.10363937129574924,0.4515370193646965,2.3292431541677088,0.02323921589218149,370.40452560797394,0.0,0.6080329686478231,Unknown,N,N,340.63871708833136,0.0,181.53373798303502,Unknown,292.4041602852099,186.4319506734167,105.97220961179319,1350477.7092762426,5008848.1827369165,2839522.410267508,328296.8124374293,1276515.021372849,1
432,PARICHHA TPS2,PARICHHA TPS,Uttar Pradesh,NR,STATE SECTOR, 35-40 years,35.2525667351129,110.0,0.569612240943598,0.21576221247863558,0.55,0.25,6.966383192213701,279700.2851673801,15.7907238013347,1.4520000000000002,Contracted,0.0,0.0,3403.514727484599,3514.0041139908813,0.25267997022465993,165917.4452927836,Relegated,484367.59102762304,N,279700.28516738006,0.10527848654994208,0.05996791464686295,3.0937900531603404,0.0791702511297434,64.32251500942311,0.0,0.8406114853650929,Unknown,Y,N,51.35144931811653,0.0,23.733843372649915,Unknown,61.414336365359,27.728074229521987,33.686262135837026,205166.02520067524,905350.5745045574,371241.07555542386,148684.5334947268,169531.933294926,1
433,PARICHHA TPS3,PARICHHA TPS,Uttar Pradesh,NR,STATE SECTOR, 10-15 years,14.17659137577,210.0,3.10259818051803,0.6155948770869107,0.8,0.15,11.369913185200831,871503.8456456438,14.631261981827514,4.032,Contracted,0.0,0.0,3067.2659279404515,3128.224950707979,0.280379993193957,804514.6962496334,Relegated,924701.7646890986,N,871503.8456456435,0.10527848654994208,0.3266368408175422,2.838000629375588,0.047616537069938014,321.38890899885484,0.0,0.8406114853650929,Retendering to be done,N,N,248.99729848926154,0.0,129.27492418825125,Tender specification made,297.7910856761401,134.4502573372338,163.34082833890633,994826.5666325622,4931317.909417837,2022098.1972644525,325681.50210198364,923416.7210121878,1
434,PARICHHA TPS4,PARICHHA TPS,Uttar Pradesh,NR,STATE SECTOR, 10-15 years,13.4236824093086,210.0,3.23553994473577,0.6419722112570972,0.8,0.15,11.71306055719822,897806.0917092436,14.607413590314849,4.032,Contracted,0.0,0.0,3061.5132991245714,3113.7527348826593,0.2809068313522969,835105.5319665615,Relegated,924701.7646890986,N,897806.0917092435,0.10527848654994208,0.3406327485536651,2.8309423128113296,0.04090720027126601,334.3263831035458,0.0,0.8406114853650929,Retendering to be done,N,N,258.4651621436508,0.0,134.81416436399041,Tender specification made,309.1142824087176,139.56258872592704,169.5516936827906,1032653.8135536668,5142617.621676124,2108742.1279718974,321598.6166145435,962983.7680021476,1
435,PARLI TPS6,PARLI TPS,Maharashtra,WR,STATE SECTOR, 10-15 years,13.2539356605065,250.0,2.44836796970178,0.40806132828363,0.8,0.15,8.244895540855174,752346.7181030347,14.393720862046543,4.8,Contracted,0.0,0.0,3023.186650809719,3152.7502878454056,0.28446804624837196,670834.4661461036,Relegated,1049986.6293150736,N,752346.7181030345,0.10765374232246352,0.2635759745208486,2.6016916206621836,0.11039759482873947,232.50129273408433,0.0,0.7270977838567275,Feasiblity Study Carried Out,N,N,207.62326727221907,0.0,102.0153320709075,Feasiblity Study Carried Ou,204.85753785504286,107.85098715871449,97.0065506963284,791207.0141759476,3365980.98723596,1595707.909861332,240279.81272512168,745140.877313318,1
436,PARLI TPS7,PARLI TPS,Maharashtra,WR,STATE SECTOR, 10-15 years,10.2532511978097,250.0,2.09106722437799,0.34851120406299835,0.8,0.15,7.321310117180337,668069.5481927057,14.298674181690622,4.8,Contracted,0.0,0.0,3000.2598101471594,3149.509003206609,0.2866418425135715,572347.715187443,Relegated,1049986.6293150736,N,668069.5481927056,0.10765374232246352,0.22511121215213717,2.5791408208826687,0.12828303780842884,196.8502245725129,0.0,0.7270977838567275,Feasiblity Study Carried Out,N,N,177.1416178505136,0.0,87.12780101574958,Feasiblity Study Carried Ou,174.78193153051654,92.01713566630677,82.76479586420979,675048.0925725952,2874769.0736804972,1362839.4715513967,158754.23873945503,636399.3016474264,1
437,RAICHUR TPS1,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 35-40 years,35.1759069130732,210.0,2.23366752630077,0.4431880012501528,0.55,0.25,9.607408219265343,736407.8400066886,15.267505601471592,2.772,Contracted,0.0,0.0,3310.354775277892,3345.6637458790274,0.2597908859867765,684925.3904745162,Relegated,836314.6679365175,N,736407.8400066886,0.09240788574074517,0.20640849355321447,3.3589888110745094,0.023302837051970993,273.8545443404239,0.0,1.041373088663174,Bid opened,Y,N,211.98440835186275,0.0,93.06948026253208,Bid Awarded,284.05342845661283,108.30053696436637,175.75289149224648,765992.7974669071,4398119.538002742,1455778.291427606,581781.0500157464,583525.8932486535,1
438,RAICHUR TPS2,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 30-35 years,34.17659137577,210.0,2.34102111835019,0.4644883171329742,0.6,0.25,9.872112584593724,756697.4296091091,15.235852281827514,3.024,Contracted,0.0,0.0,3286.1909079404513,3330.987167559824,0.26170116834112545,714694.987883611,Relegated,836314.6679365175,N,756697.429609109,0.09240788574074517,0.21632881202117585,3.3500850299008293,0.02964273161793553,286.25562281923345,0.0,1.041373088663174,Bid opened,Y,N,221.1980987499776,0.0,97.54254659792458,Bid Awarded,296.3995267695518,113.00771154054077,183.391815229011,799285.9086816306,4609500.115061709,1525745.2972474673,592420.1405626164,611571.0700515929,1
439,RAICHUR TPS3,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 25-30 years,29.1772758384668,210.0,2.93248327259565,0.5818419191658035,0.65,0.25,11.34653513611301,869711.9181830622,15.077498962183435,3.276,Contracted,0.0,0.0,3231.464892603012,3253.995991174069,0.26613317135785197,874570.859001319,Relegated,836314.6679365175,N,869711.9181830622,0.09240788574074517,0.2709845791906653,3.305176002425328,0.015111934965116678,353.7716269135345,0.0,1.041373088663174,Bid opened,Y,N,270.6796808609082,0.0,122.18680302481874,Bid Awarded,362.70352126303993,138.28731561201204,224.4162056510279,978084.6033541539,5774096.55833107,1911226.911772943,633542.8911179899,766085.3286934951,1
440,RAICHUR TPS4,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 25-30 years,25.6728268309377,210.0,3.91036896192902,0.7758668575255991,0.65,0.25,13.93505888868087,1068122.2638173888,14.966495539869952,3.276,Contracted,0.0,0.0,3204.6890202963723,3163.0810621639057,0.26835677176578787,1133627.84389675,Relegated,836314.6679365175,N,1068122.2638173888,0.09240788574074517,0.36134892823809317,3.2699085295255372,0.02820805221279178,466.7090320104323,0.0,1.041373088663174,Bid opened,Y,N,350.8578176860441,0.0,162.93204008037583,Bid Awarded,470.140076760274,179.24945683020763,290.89061993006635,1267803.4359789994,7699565.817094538,2548557.5535389865,743339.4225280334,1021549.3194819319,1
441,RAICHUR TPS5,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 20-25 years,21.3388090349075,210.0,3.63726437223016,0.7216794389345556,0.7,0.25,13.043853063908845,999811.337348613,14.829215526180693,3.528,Contracted,0.0,0.0,3155.046236967145,3147.879638823222,0.27257920658135687,1049386.402367806,Relegated,836314.6679365175,N,999811.337348613,0.09240788574074517,0.3361119105179278,3.2362591488624113,0.004909102055564855,429.646248703332,0.0,1.041373088663174,Bid opened,Y,N,324.78509153283596,0.0,151.55268217625667,Bid Awarded,435.2033221630387,165.92918358713777,269.27413857590096,1173591.221981946,7161819.4346407335,2370563.4123825873,574699.4518831597,950203.1599582447,1
442,RAICHUR TPS6,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 20-25 years,20.8432580424366,210.0,3.05746273902219,0.6066394323456726,0.7,0.25,11.427570362549227,875923.2682893983,14.813518948494178,3.528,Contracted,0.0,0.0,3151.2599612737845,3182.1222761559566,0.27290671368552394,891703.5224266198,Relegated,836314.6679365175,N,875923.2682893982,0.09240788574074517,0.28253366744414826,3.2360997118652652,0.021141651148014026,361.14028154078,0.0,1.041373088663174,Bid opened,Y,N,275.9822401910388,0.0,127.39428079259126,Bid Awarded,369.80880871804044,140.9963357102513,228.81247300778915,997245.0797618298,6020182.704396886,1992681.4666499086,471870.1613835618,798735.1093459746,1
443,RAICHUR TPS7,RAICHUR TPS,Karnataka,SR,STATE SECTOR, 15-20 years,17.4236824093086,210.0,2.44310778996062,0.4847436091191706,0.75,0.25,9.623282147072604,737624.5765731151,14.705203890314849,3.78,Contracted,0.0,0.0,3108.6040071245716,3196.290130565716,0.2766515123923718,715700.4126470356,Relegated,836314.6679365175,N,737624.5765731152,0.09240788574074517,0.22576242550700543,3.21223166916677,0.06051406261607263,286.44572981463324,0.0,1.041373088663174,Bid opened,Y,N,221.50927771425754,0.0,101.79615791502582,Bid Awarded,296.81649824568296,113.16668950116318,183.64980874451982,800410.3349883332,4810510.059331742,1592279.6219061995,315194.2689614722,638240.3104550265,1
444,RAMAGUNDEM - B TPS1,RAMAGUNDEM - B TPS,Telangana,SR,STATE SECTOR, 45+ years,48.5913757700205,62.5,1.15683891888694,0.09640324324057832,0.55,0.25,5.975588071694538,136318.10288553167,16.4606058275154,0.8250000000000001,Contracted,0.0,0.0,3549.4031507017453,3699.3491748998154,0.24229425722743586,364450.8053028195,Relegated,0.0,N,0.0,0.11094719987198574,0.12834803875344122,2.872196796628357,0.11573189402573184,121.27741985203593,0.0,0.6375348326737894,Unknown,Y,N,112.79752424122265,0.0,6.025202702536145,Unknown,99.58524564947398,58.70128228992881,40.88396335954516,438653.98775783053,1394501.4086507505,753962.2459315903,416224.6759121033,362845.5528696835,1
445,RAMAGUNDEM STPS1,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 35-40 years,36.5913757700205,200.0,3.69679700460829,0.770166042626727,0.55,0.25,14.25366577839384,1040517.6018227503,15.364419577515399,2.64,Contracted,0.0,0.0,3330.4271404517453,3257.646587541377,0.2582251356152917,1025581.7133963634,Relegated,0.0,Pithead plant,0.0,0.0617160589591599,0.22815174189645093,2.3689450287904577,0.06810714364279553,319.6490743577706,0.0,0.5596923486775126,Bid Awarded,N,Y,317.4175402961745,0.0,154.0332085253454,Bid Awarded,246.02078797744872,165.18817023726038,80.8326177401883,1234392.9600567764,3912164.625559665,2409363.4185729227,1001613.2927217352,644995.0130179102,1
446,RAMAGUNDEM STPS2,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 35-40 years,36.0082135523614,200.0,3.91012867258209,0.8146101401212688,0.55,0.25,14.853558176820295,1084309.7469078815,15.345947914271047,2.64,Contracted,0.0,0.0,3325.9714679507188,3238.4989763986628,0.25857106962191856,1078389.153491978,Relegated,0.0,Pithead plant,0.0,0.0617160589591599,0.2413177316949779,2.362664374007673,0.08207327499281894,337.19874250609007,0.0,0.5596923486775126,Bid Awarded,N,Y,333.7614430057672,0.0,162.92202802425376,Bid Awarded,258.68845536435157,173.6937474042131,84.99470796013844,1297952.1396337764,4137924.547978551,2548400.9465190056,1042529.5224878179,682215.8454818971,1
447,RAMAGUNDEM STPS3,RAMAGUNDEM STPS,Telangana,SR,CENTRAL SECTOR, 35-40 years,35.4223134839151,200.0,4.07259755505776,0.8484578239703666,0.55,0.25,15.305932771849912,1117333.0923450436,15.32738952960301,2.64,Contracted,0.0,0.0,3321.4948767994524,3222.8333157801794,0.25891956239555736,1117763.7949148025,Relegated,0.0,Pithead plant,0.0,0.0617160589591599,0.25134467082487516,2.3567203467374678,0.0928051827891858,350.32603355584286,0.0,0.5596923486775126,Bid Awarded,N,Y,345.9478945261314,0.0,169.69156479407332,Bid Awarded,268.13380738519925,180.0357335038335,88.09807388136572,1345343.5659260177,4309858.525955488,2654288.9846247872,1068179.2956620087,710562.4435874383,1
448,RATIJA TPS1,RATIJA TPS,Chhattisgarh,WR,PVT SECTOR, 5-10 years,7.25256673511293,50.0,0.955072213517664,0.7958935112647201,0.85,0.15,13.602656591614132,248248.4827969579,14.3554564013347,1.02,Contracted,0.28,69509.57518314822,3209.0804374845993,3226.966484393607,0.2679895430337362,262464.9786437115,Relegated,0.0,N,0.0,0.136973804234309,0.13081987440399667,2.675814351798837,0.014818037375549833,93.27925166162197,0.0,0.6782734077859571,Unknown,N,N,96.93041633295181,0.0,39.794675563236005,Unknown,76.30066443864483,68.96102545652471,7.339638982120117,315903.5673777044,1224850.6836114144,622462.1071907497,51288.935006222,369833.5410145723,1
449,RATIJA TPS2,RATIJA TPS,Chhattisgarh,WR,PVT SECTOR, 0-5 years,3.50444900752908,50.0,1.10236571163726,0.9186380930310502,0.85,0.15,15.191717152082395,277248.8380255037,14.236734772313483,1.02,Not contracted,0.28,77629.67464714106,3180.4428053066385,3157.753028527653,0.27040259883468776,296445.2899044969,Relegated,0.0,N,0.0,0.136973804234309,0.15099522518041678,2.640967034858682,0.019045814154853964,106.26286992492756,0.0,0.6782734077859571,Unknown,N,N,109.47961712404995,0.0,45.93190465155251,Unknown,86.17901217260835,77.88913892135629,8.28987325125205,356802.36310792895,1413750.0561508157,718459.6871824587,28604.949068109865,426870.1453749461,1
450,RAYALSEEMA TPS1,RAYALSEEMA TPS,Andhra Pradesh,SR,STATE SECTOR, 25-30 years,26.17659137577,210.0,3.16845522162361,0.6286617503221448,0.65,0.25,11.902906812584611,912357.8071846104,14.982452281827515,3.276,Contracted,0.0,0.0,3208.5380519404516,3215.59186274236,0.2680348451781307,1003484.9818792639,Relegated,778233.240434369,N,912357.8071846104,0.10362859790133408,0.32834257213001544,3.674813981298845,0.004255207531184756,424.98714948527476,0.0,1.2339235495312717,Complies with new Norms a,N,Y,310.57860189163216,0.0,132.0189675676504,Feasibility Study completed,458.8699437726561,152.75243471646635,306.1175090561898,1044317.0298819329,7392272.621435931,2065020.0957342472,614124.4735629383,928238.8984847273,1
451,RAYALSEEMA TPS2,RAYALSEEMA TPS,Andhra Pradesh,SR,STATE SECTOR, 25-30 years,25.2539356605065,210.0,2.72942207030208,0.5415519980758096,0.65,0.25,10.661697576874705,817219.119267446,14.953227162046543,3.276,Contracted,0.0,0.0,3201.4884668097193,3237.338252943401,0.2686250501651781,870284.3230580341,Relegated,778233.240434369,N,817219.119267446,0.10362859790133408,0.28284618222636104,3.670211182050784,0.02165348554294324,365.6407722079997,0.0,1.2339235495312717,Complies with new Norms a,N,Y,269.35299798646156,0.0,113.72591959592,Feasibility Study completed,397.9604334884928,132.47637148861799,265.4840619998748,905696.4038532319,6367971.339767883,1778883.0930759239,510382.1841400284,799618.6023859406,1
452,RAYALSEEMA TPS3,RAYALSEEMA TPS,Andhra Pradesh,SR,STATE SECTOR, 10-15 years,13.3388090349075,210.0,2.94747301852146,0.5848160751034642,0.8,0.15,10.915141723917724,836645.6131382936,14.604725226180694,4.032,Contracted,0.0,0.0,3060.864820967145,3131.9984292409026,0.28096634457978603,909229.9987713066,Relegated,778233.240434369,N,836645.6131382936,0.10362859790133408,0.3054424962613918,3.5711882950220297,0.04415647420845577,384.1983117427537,0.0,1.2339235495312717,Complies with new Norms a,N,N,281.4066846197194,0.0,122.81137577172748,Feasibility Study completed,415.7693696932676,138.40475795608592,277.3646117371817,946226.7885845134,6876702.548465314,1920996.3812467412,291113.69100782415,863499.3764007901,1
453,RAYALSEEMA TPS4,RAYALSEEMA TPS,Andhra Pradesh,SR,STATE SECTOR, 10-15 years,12.5065023956194,210.0,3.34432175697865,0.6635559041624305,0.8,0.15,11.984309274764389,918597.3059106905,14.578361913381244,4.032,Contracted,0.0,0.0,3054.5055512943186,3099.6100397882587,0.2815512971111095,1020980.61316164,Relegated,778233.240434369,N,918597.3059106905,0.10362859790133408,0.3465673746066236,3.561705670592525,0.028073336642399645,434.7693764632637,0.0,1.2339235495312717,Complies with new Norms a,N,N,315.99349977352756,0.0,139.3467398741104,Feasibility Study completed,466.8702820814331,155.41565372177683,311.4546283596563,1062524.5626568666,7802584.045583396,2179639.9670194145,309698.89964007336,979761.2169774076,1
454,RAYALSEEMA TPS5,RAYALSEEMA TPS,Andhra Pradesh,SR,STATE SECTOR, 5-10 years,9.42368240930869,210.0,2.68528993727456,0.532795622475111,0.85,0.15,10.067353924497816,771662.6783127576,14.480713590314851,4.284,Contracted,0.0,0.0,3014.422591124572,3119.281222848228,0.2852951017989701,824988.8856915057,Relegated,778233.240434369,N,771662.6783127576,0.10362859790133408,0.27827283115832396,3.5408952262675344,0.065648288662531,347.05405668145033,0.0,1.2339235495312717,Complies with new Norms a,N,N,255.33406012152105,0.0,111.88708071977332,Feasibility Study completed,377.2479014896457,125.58141195835478,251.6664895312909,858557.8841224927,6265007.360198769,1750120.262234102,187373.23857678653,786689.5376891529,1
455,ROPAR TPS3,ROPAR TPS,Punjab,NR,STATE SECTOR, 30-35 years,32.1752224503764,210.0,0.902895282412557,0.17914588936757084,0.6,0.25,5.838664423653496,447533.62807304045,15.172458921115672,3.024,Contracted,0.0,0.0,3270.8993746153315,3410.0216229920266,0.26292462760372715,262579.54899474455,Relegated,898764.2264896339,N,447533.62807304045,0.084396929249325,0.07620158926932188,3.546186965144063,0.086969556987565,116.86699507042393,0.0,1.160618463601541,NIT issued,Y,N,81.26837041387343,0.0,37.62063676718988,NIT issued,130.42980843000117,43.84393139371249,86.5858770362887,315586.47472324193,1981385.6228264826,588456.1314930484,215107.06740606847,215425.24573430084,1
456,ROPAR TPS4,ROPAR TPS,Punjab,NR,STATE SECTOR, 30-35 years,31.337440109514,210.0,0.898564916813185,0.1782866898438859,0.6,0.25,5.800173367273794,444583.2886015363,15.145922165468855,3.024,Contracted,0.0,0.0,3264.498267642026,3403.904542636305,0.26344017655772417,260851.42403125582,Relegated,898764.2264896339,N,444583.2886015363,0.084396929249325,0.07583611971020797,3.539356605064686,0.08731528987680387,116.08247107917835,0.0,1.160618463601541,NIT issued,Y,N,80.73351573767367,0.0,37.44020486721604,NIT issued,129.57140567626868,43.55537962862252,86.01602604764612,313509.4932248864,1971882.7222052147,585633.843861034,208501.27382125586,214392.0472100252,1
457,ROPAR TPS5,ROPAR TPS,Punjab,NR,STATE SECTOR, 25-30 years,28.1752224503764,210.0,1.13352726680438,0.2249062037310278,0.65,0.25,6.348641405486582,486623.3637305465,15.045758921115672,3.276,Contracted,0.0,0.0,3223.8086666153317,3364.332432960521,0.26676521125644587,325234.9844813695,Relegated,898764.2264896339,N,486623.36373054655,0.084396929249325,0.09566622053867001,3.5118858231658336,0.08870369125526044,145.29986935387097,0.0,1.160618463601541,NIT issued,Y,N,100.66022769698387,0.0,47.23030278351584,NIT issued,161.55232531642616,54.30575382213681,107.24657149428933,390890.1611038947,2487502.895714279,738769.0282125205,236480.35165180723,270452.61477652384,1
458,ROPAR TPS6,ROPAR TPS,Punjab,NR,STATE SECTOR, 25-30 years,27.1759069130732,210.0,1.18571042428094,0.23526000481764683,0.65,0.25,6.46104362650096,495238.99397129857,15.014105601471593,3.276,Contracted,0.0,0.0,3216.173359277892,3353.2744571733165,0.26739852113975926,339089.3268328597,Relegated,898764.2264896339,N,495238.9939712986,0.084396929249325,0.10007031878822562,3.503352948751684,0.08675396619053995,151.6196170613638,0.0,1.160618463601541,NIT issued,Y,N,104.94814665477008,0.0,49.404601011705836,NIT issued,168.43412256890252,56.61906739849573,111.81505517040682,407541.2791329047,2602017.790178532,772779.0619073448,238593.3976618057,282903.1943083405,1
459,SABARMATI (D-F STATIONS) TPP1,SABARMATI (D-F STATIONS) TPP,Gujarat,WR,PVT SECTOR, 40-45 years,41.5906913073237,120.0,2.32375633209739,0.806859837533816,0.55,0.25,14.44943177471872,632885.1117326799,15.049653797159479,1.5840000000000003,Contracted,0.24296768320436962,153770.62933222787,3497.462404586636,3412.5519398612773,0.24589256452683533,675321.4653022198,Relegated,0.0,N,0.0,0.09,0.2091380698887651,3.341567738441457,0.05633045351022105,283.4221054837527,0.0,0.9783626540408334,NIT issued,N,Y,244.05975744862928,0.0,96.82318050405792,NIT issued,283.18000646167116,168.31506649078872,114.86493997088245,812818.7658335472,4298655.0984480865,1514493.0850283154,715619.9887298575,591242.5256506139,1
460,SABARMATI (D-F STATIONS) TPP2,SABARMATI (D-F STATIONS) TPP,Gujarat,WR,PVT SECTOR, 35-40 years,35.4223134839151,121.0,2.36703987492503,0.8150963756628891,0.55,0.25,14.363437933113484,634361.236315957,14.84906252960301,1.5972,Contracted,0.24296768320436962,154129.2799023477,3449.406943296903,3361.773716278371,0.24931822024397676,677664.5215750397,Relegated,0.0,N,0.0,0.09,0.21303358874325268,3.29008731693078,0.059046434729429866,284.2535272973495,0.0,0.9783626540408334,NIT issued,N,Y,244.90653305848943,0.0,98.62666145520957,NIT issued,284.16251142348256,168.89904270450916,115.26346871897341,815638.8747828454,4378724.174316723,1542702.8527232013,620837.917869213,602255.32885508,1
461,SABARMATI (D-F STATIONS) TPP3,SABARMATI (D-F STATIONS) TPP,Gujarat,WR,PVT SECTOR, 30-35 years,31.6714579055441,121.0,2.37052140109594,0.8162952483112742,0.6,0.25,14.26130985748736,629850.7498559292,14.73025417915811,1.7424,Contracted,0.24296768320436962,153033.37745703006,3404.219832468703,3332.718852680147,0.25262763344408856,672795.7764586285,Relegated,0.0,N,0.0,0.09,0.2133469260986346,3.2593359832819138,0.048631219573707314,282.01088811321273,0.0,0.9783626540408334,NIT issued,N,Y,243.1469788117445,0.0,98.77172504566418,NIT issued,282.12091887183965,167.68557149102014,114.43534738081955,809778.839821705,4385164.557078996,1544971.914775172,555914.0793000715,603141.1473455883,1
462,SANJAY GANDHI TPS1,SANJAY GANDHI TPS,Madhya Pradesh,WR,STATE SECTOR, 25-30 years,27.1759069130732,210.0,3.13436992743259,0.6218987951255139,0.65,0.25,11.840465107691406,907571.6505045464,15.014105601471593,3.276,Contracted,0.0,0.0,3216.173359277892,3225.4628082946965,0.26739852113975926,757479.0582072198,Relegated,1023019.2811517437,N,907571.6505045464,0.0825841594967139,0.2588493060087966,2.377822233828083,0.008660498107534215,272.03356934093347,0.0,0.574985913596627,Feasbility Study completed,N,Y,234.43976851513452,0.0,130.59874697635792,Feasbility Study completed,212.17409578740592,139.24022466792374,72.93387111948216,1036253.8469080445,3407607.812925709,2042805.2267996622,630710.4628591316,731778.3774563322,1
463,SANJAY GANDHI TPS2,SANJAY GANDHI TPS,Madhya Pradesh,WR,STATE SECTOR, 25-30 years,27.1759069130732,210.0,2.80704383971608,0.5569531428008095,0.65,0.25,10.936856763202096,838310.0708994406,15.014105601471593,3.276,Contracted,0.0,0.0,3216.173359277892,3246.9319705184566,0.26739852113975926,682889.9556875092,Relegated,1023019.2811517437,N,838310.0708994406,0.0825841594967139,0.23181735617338095,2.3800228229560187,0.028649556313087007,243.85023673002638,0.0,0.574985913596627,Feasbility Study completed,N,Y,211.35444128528408,0.0,116.96015998817,Feasbility Study completed,191.2812734562249,125.52921407285312,65.75205938337182,934213.7395466551,3051747.158407873,1829472.576749997,564844.5972882947,655357.8658658196,1
464,SANJAY GANDHI TPS3,SANJAY GANDHI TPS,Madhya Pradesh,WR,STATE SECTOR, 20-25 years,21.2539356605065,210.0,2.61924020410685,0.519690516687867,0.7,0.25,10.230832227879842,784193.29026699,14.826527162046542,3.528,Contracted,0.0,0.0,3154.397758809719,3214.002881079591,0.2726352431611264,630739.3557814107,Relegated,1023019.2811517437,N,784193.29026699,0.0825841594967139,0.21630775077616557,2.332798355148905,0.05664201334382499,223.02081225563248,0.0,0.574985913596627,Feasbility Study completed,N,N,195.21383061434662,0.0,109.13500850445207,Feasbility Study completed,176.67360046519127,115.94286159377815,60.73073887141313,862870.1701294886,2847571.789573197,1707072.777965313,412202.31578599056,611511.5289852542,1
